soil_moisture,soil_ph,soil_temperature,nitrogen,phosphorus,potassium,area_ha,kc,et0,etc_per_day,rain_3day,temp_max,temp_min,humidity,wind_speed,depletion_mm,TAW,RAW,root_depth,water_need_level,optimal_moisture,soil_infiltration,growth_stage_enc,should_irrigate,urgency,water_litres,efficiency_score
57.59,6.35,23.68,108.48,6.64,61.42,19.272,0.85,3.649,3.102,0.9,34.81,17.63,23.92,10.47,0.0,99.0,44.55,0.9,1,50,50,2,0,0,4104395.25,80.67
60.23,6.59,39.3,74.98,31.21,14.7,3.11,1.02,1.717,1.751,2.22,24.76,16.5,83.8,14.03,0.0,110.0,44.0,1.0,2,65,50,2,0,0,256080.29,84.7
83.81,7.75,16.69,86.4,45.77,11.95,9.22,1.0,2.266,2.266,3.32,32.54,25.39,90.93,21.25,0.0,99.0,44.55,0.9,1,45,50,3,0,0,996441.97,88.55
58.63,4.78,27.81,97.74,39.44,9.42,15.747,0.85,1.806,1.535,4.24,24.04,15.68,32.35,8.26,0.0,203.5,71.23,1.1,3,75,20,2,0,0,693053.46,75.24
31.39,8.45,36.99,105.12,22.91,43.36,19.701,0.788,3.83,3.016,7.2,41.16,35.81,24.89,11.6,0.0,132.0,46.2,1.1,3,75,40,5,0,2,2048403.9,76.23
67.54,8.2,24.51,94.2,77.34,22.32,10.514,0.637,2.234,1.424,4.8,26.61,11.31,63.32,15.86,0.0,160.0,64.0,1.0,2,60,2,5,0,0,285763.79,80.89
88.21,6.9,18.95,85.03,64.49,31.92,17.158,0.75,3.445,2.583,0.68,45.18,36.58,93.76,3.52,0.0,187.0,65.45,1.1,3,75,25,5,0,0,2743692.54,82.89
27.17,6.48,30.38,14.6,71.18,73.31,10.154,1.02,4.036,4.116,3.02,47.01,36.58,93.81,16.7,0.0,110.0,44.0,1.0,2,65,50,2,1,2,2300867.11,83.72
85.55,6.42,19.06,6.45,46.98,49.83,14.415,0.9,3.45,3.105,5.86,44.71,38.68,74.86,4.69,0.0,160.0,64.0,1.0,2,65,2,5,0,0,1985395.89,85.64
40.15,6.62,35.54,57.82,31.83,47.01,16.582,0.85,2.022,1.719,0.32,28.06,20.8,73.4,20.65,0.0,121.0,42.35,1.1,3,75,50,2,0,1,1816243.15,83.05
26.36,6.07,26.26,91.12,53.84,57.78,7.112,0.6,3.646,2.188,0.4,43.24,32.12,93.43,15.85,122.78,135.0,60.75,0.9,1,45,1,1,1,2,1082919.74,69.39
20.57,5.29,36.39,31.13,67.78,28.74,12.893,0.66,3.898,2.573,0.1,38.82,27.16,42.9,5.32,93.86,153.0,68.85,0.9,1,55,25,1,1,3,2212236.29,66.23
67.25,8.72,36.78,93.1,64.13,61.52,5.28,0.85,4.882,4.15,1.78,45.22,31.5,62.03,2.77,0.0,166.5,74.92,0.9,1,50,20,2,0,0,1381895.7,80.76
45.43,8.9,17.77,53.59,8.15,67.89,18.37,0.722,2.386,1.724,4.21,26.4,10.24,41.92,22.77,0.0,180.0,72.0,1.0,2,60,10,2,0,1,1122387.97,82.11
16.44,8.83,33.17,40.05,67.2,28.93,17.468,0.9,1.586,1.427,0.83,21.38,7.23,60.55,2.41,258.71,192.0,57.6,1.2,4,85,2,5,1,3,1378417.81,50.0
62.87,5.84,22.5,90.47,8.61,81.75,17.06,0.85,3.149,2.677,0.25,38.03,25.32,86.92,4.63,0.0,120.0,48.0,1.0,2,65,40,2,0,0,2970298.49,81.62
78.57,4.66,29.57,119.48,69.18,49.32,1.366,1.02,5.135,5.238,7.21,42.94,30.15,28.62,2.35,0.0,192.0,57.6,1.2,4,85,2,2,0,0,365142.82,78.93
49.43,5.93,25.86,94.0,50.14,80.86,8.923,0.788,3.375,2.657,0.81,36.21,23.01,64.38,17.57,0.0,121.0,42.35,1.1,3,70,50,5,0,1,1554893.39,89.84
23.34,6.23,27.19,80.01,76.29,56.06,14.898,0.75,3.221,2.415,1.35,33.19,19.94,25.32,6.36,0.0,99.0,44.55,0.9,1,50,50,5,1,2,2205587.25,83.34
30.69,7.25,22.02,28.8,43.74,5.47,0.253,0.75,1.652,1.239,4.87,24.57,19.09,28.1,8.47,93.12,150.0,60.0,1.0,2,60,1,5,1,2,3518.38,64.38
56.01,5.82,38.29,50.66,11.53,57.45,2.365,0.4,2.155,0.862,3.63,28.36,16.76,85.57,12.34,0.0,150.0,60.0,1.0,2,65,1,0,0,0,15126.28,81.26
46.57,6.4,25.28,109.38,58.55,56.67,6.257,0.9,4.091,3.681,3.04,42.71,25.3,81.59,0.04,0.0,160.0,64.0,1.0,2,65,2,5,0,1,1208321.63,81.04
35.61,4.77,30.09,83.96,13.59,37.63,9.179,0.5,2.161,1.081,0.22,29.07,22.5,51.42,18.78,52.7,180.0,54.0,1.2,4,80,1,0,0,1,608229.38,72.98
68.49,7.55,24.05,73.27,5.76,59.07,18.274,1.15,3.247,3.734,6.98,36.38,20.02,74.3,3.01,0.0,150.0,60.0,1.0,2,60,1,4,0,0,2614776.88,82.33
57.72,5.14,15.29,53.53,27.13,46.31,11.586,0.75,1.5,1.125,3.92,19.31,12.71,61.9,8.58,0.0,216.0,64.8,1.2,4,80,10,1,0,0,238396.01,79.83
49.39,7.53,21.88,40.23,64.17,42.95,15.988,1.02,3.981,4.061,1.15,42.67,26.52,88.75,10.77,0.0,204.0,61.2,1.2,4,85,25,2,0,1,4338413.81,83.45
44.69,7.2,32.64,84.17,33.09,19.18,8.668,0.72,1.739,1.252,0.08,22.28,5.71,45.94,3.86,0.0,204.0,61.2,1.2,4,85,25,1,0,1,771651.81,76.76
20.74,6.34,22.78,82.87,50.43,35.99,4.436,0.75,4.815,3.611,1.99,47.64,36.74,71.62,3.51,0.0,99.0,44.55,0.9,1,50,50,5,1,3,895284.61,87.64
55.44,8.84,24.61,9.48,7.32,37.98,3.284,1.2,1.5,1.8,6.91,18.7,3.87,54.39,7.23,0.0,170.0,68.0,1.0,2,65,25,4,0,0,67761.31,76.38
86.07,7.21,35.67,118.16,26.63,86.7,7.851,0.75,2.234,1.676,2.42,29.57,20.14,60.61,3.85,0.0,150.0,60.0,1.0,2,65,1,5,0,0,641186.46,83.69
75.95,8.25,26.01,39.77,24.45,21.54,1.247,0.75,1.957,1.467,1.28,28.27,19.76,92.48,13.94,0.0,132.0,39.6,1.2,4,80,50,1,0,0,105844.83,78.23
65.1,6.7,25.04,119.29,71.02,57.99,11.431,0.46,3.003,1.381,1.94,36.62,29.0,49.64,0.99,0.0,198.0,69.3,1.1,3,70,10,0,0,0,779900.99,78.68
33.22,8.84,37.74,88.05,45.0,78.95,2.7,0.977,3.102,3.032,6.29,41.72,35.09,79.57,6.89,19.58,203.5,71.23,1.1,3,70,20,2,0,2,346663.28,75.69
93.48,6.68,36.59,72.7,33.15,29.29,4.144,0.75,3.911,2.933,2.58,40.85,30.83,58.35,12.31,0.0,120.0,48.0,1.0,2,65,40,5,0,0,740863.3,79.48
93.46,6.33,35.69,92.92,48.01,86.26,4.089,0.63,1.797,1.132,6.71,21.28,5.18,52.94,21.17,0.0,132.0,46.2,1.1,3,70,40,1,0,0,0.0,81.59
55.83,7.32,38.16,7.2,40.76,63.46,14.482,0.75,3.381,2.536,4.9,38.78,32.03,42.45,8.97,0.0,99.0,44.55,0.9,1,50,50,5,0,0,1440527.07,84.34
31.86,8.81,15.22,119.75,55.76,75.42,5.963,0.48,1.5,0.72,0.46,18.43,3.84,82.56,18.51,41.44,180.0,72.0,1.0,2,65,10,0,0,2,272306.29,76.56
76.29,8.31,30.34,15.19,41.57,11.6,8.21,0.66,2.067,1.364,4.95,30.21,24.36,46.16,2.77,0.0,121.0,42.35,1.1,3,75,50,1,0,0,189491.87,81.66
20.79,8.8,28.06,39.45,10.76,47.55,15.911,0.85,3.52,2.992,1.05,39.21,33.56,25.47,10.07,102.15,170.0,68.0,1.0,2,60,25,2,1,3,2916955.15,69.71
89.34,6.32,37.65,41.97,40.73,24.21,12.845,0.46,5.94,2.732,0.39,47.37,34.52,46.84,16.2,0.0,110.0,44.0,1.0,2,65,50,0,0,0,2566224.76,81.11
55.25,6.52,29.65,76.85,10.38,63.02,4.914,1.0,3.681,3.681,2.2,39.42,23.73,80.3,13.81,0.0,99.0,44.55,0.9,1,50,50,3,0,0,1025155.53,81.78
54.74,5.78,18.35,77.4,9.07,68.63,6.42,0.44,1.5,0.66,3.68,18.0,6.36,23.51,6.9,0.0,170.0,68.0,1.0,2,60,25,0,0,1,0.0,85.01
82.15,4.52,21.17,90.2,28.72,13.66,7.269,0.892,2.314,2.065,6.67,26.11,10.16,43.5,19.72,0.0,187.0,65.45,1.1,3,70,25,2,0,0,318734.34,76.87
92.13,4.9,32.18,61.79,34.07,58.78,14.107,1.15,1.5,1.725,10.15,18.13,10.96,73.48,16.66,0.0,135.0,60.75,0.9,1,55,1,3,0,0,0.0,82.97
91.06,7.66,22.45,17.12,63.64,59.75,1.059,1.0,2.487,2.487,1.84,28.8,11.36,57.53,10.82,0.0,108.0,48.6,0.9,1,50,40,4,0,0,146121.23,78.12
19.19,7.95,25.41,99.55,68.78,23.02,13.181,0.44,3.144,1.384,2.81,32.17,15.73,36.18,16.95,188.12,160.0,64.0,1.0,2,60,2,0,1,3,691943.67,53.87
25.93,7.43,33.46,41.3,53.36,38.59,14.293,1.0,1.981,1.981,0.18,23.98,7.4,41.56,9.19,0.0,99.0,44.55,0.9,1,50,50,4,1,2,1792868.99,78.77
81.84,4.57,24.48,43.79,6.45,15.57,8.331,0.4,2.771,1.108,0.03,32.79,22.53,59.82,14.88,0.0,144.0,64.8,0.9,1,50,2,0,0,0,637970.37,80.06
92.08,6.84,31.94,40.86,63.05,70.7,10.474,0.892,5.783,5.161,4.94,47.28,40.65,21.27,19.25,0.0,198.0,69.3,1.1,3,75,10,2,0,0,2779909.79,84.94
56.44,6.07,24.29,5.16,27.49,59.95,19.486,0.892,3.001,2.678,4.55,43.41,38.11,87.39,19.58,0.0,132.0,46.2,1.1,3,70,40,2,0,0,2304203.53,76.8
46.84,5.86,16.64,31.25,23.5,46.15,14.974,1.0,2.097,2.097,4.61,32.21,26.46,91.83,23.57,0.0,150.0,60.0,1.0,2,65,1,4,0,1,1276286.63,84.2
21.05,6.15,20.63,27.52,15.56,57.91,15.648,1.2,2.535,3.042,1.47,35.35,28.44,80.83,15.9,149.52,180.0,72.0,1.0,2,65,10,4,1,3,3090455.91,66.54
35.79,6.05,37.94,38.41,40.25,80.66,14.184,0.46,1.5,0.69,1.78,19.87,12.95,20.59,15.77,0.0,187.0,65.45,1.1,3,70,25,0,0,1,283790.63,82.11
34.35,6.75,31.99,13.77,25.6,73.59,9.247,0.44,3.288,1.447,1.77,34.4,23.77,23.29,4.14,14.84,162.0,72.9,0.9,1,55,10,0,0,2,650774.35,82.24
19.0,8.3,39.53,96.21,69.03,25.57,19.216,0.85,1.889,1.605,11.91,23.91,6.54,94.61,17.79,10.02,120.0,48.0,1.0,2,60,40,4,0,3,0.0,77.67
62.48,4.83,30.56,117.84,19.26,72.37,18.167,0.75,5.626,4.22,4.25,46.31,28.83,59.11,24.43,0.0,166.5,74.92,0.9,1,50,20,5,0,0,3923886.05,75.63
53.15,7.73,21.18,78.67,55.0,18.83,11.345,0.63,4.73,2.98,1.32,41.15,29.66,20.91,0.23,0.0,203.5,71.23,1.1,3,70,20,1,0,1,2323371.92,83.19
32.77,5.95,36.2,88.82,12.15,41.44,0.68,0.46,3.087,1.42,1.52,32.43,18.82,28.89,7.22,32.34,180.0,72.0,1.0,2,60,10,0,0,2,56469.79,75.44
94.46,4.7,34.03,47.75,34.43,69.11,18.377,1.0,5.722,5.722,0.87,46.53,34.03,46.78,19.69,0.0,153.0,68.85,0.9,1,50,25,4,0,0,7212652.84,84.24
34.23,5.36,37.96,16.71,42.95,23.77,0.875,0.44,1.5,0.66,9.01,19.08,11.8,85.01,7.06,7.68,185.0,74.0,1.0,2,60,20,0,0,0,0.0,75.28
49.93,7.11,27.92,92.26,26.19,35.01,17.892,1.05,5.797,6.086,1.94,46.39,29.79,51.46,19.51,0.0,187.0,65.45,1.1,3,70,25,4,0,1,7098630.75,83.23
29.89,5.99,36.38,28.81,10.34,10.87,18.822,1.0,2.685,2.685,1.21,33.21,22.89,80.82,20.9,45.98,166.5,74.92,0.9,1,45,20,3,1,2,3318946.45,74.48
76.69,7.45,18.79,105.73,45.43,29.01,8.562,0.825,1.5,1.238,1.62,19.13,12.46,77.42,0.0,0.0,180.0,72.0,1.0,2,60,10,5,0,0,536486.89,80.81
39.32,5.54,15.04,88.87,77.51,24.06,13.295,0.6,4.266,2.559,1.18,40.26,24.23,51.7,7.57,6.16,135.0,60.75,0.9,1,45,1,1,0,1,2237738.22,78.63
80.34,5.32,24.27,108.72,65.5,88.71,15.11,0.862,2.34,2.018,2.36,29.8,17.12,69.58,1.96,0.0,198.0,69.3,1.1,3,70,10,5,0,0,1666667.35,81.39
61.7,8.78,16.06,35.51,50.12,30.21,14.317,0.825,3.382,2.79,1.38,40.77,34.44,58.54,12.72,0.0,166.5,74.92,0.9,1,55,20,5,0,0,2715400.06,78.44
81.2,7.64,32.86,58.1,74.07,64.04,14.607,1.15,3.633,4.178,1.27,43.85,35.29,80.53,4.88,0.0,165.0,57.75,1.1,3,70,1,4,0,0,3862317.42,84.76
59.97,8.76,27.41,48.76,17.23,71.83,14.715,1.0,1.681,1.681,3.65,29.53,24.2,82.92,0.29,0.0,162.0,72.9,0.9,1,45,10,4,0,0,1013097.28,83.03
50.01,5.56,32.62,98.97,45.98,87.2,1.128,0.977,2.678,2.618,4.83,33.14,18.8,84.7,4.48,0.0,170.0,68.0,1.0,2,60,25,2,0,1,126326.84,78.68
84.22,5.21,22.74,38.36,70.36,62.18,15.954,1.15,2.131,2.451,7.1,25.51,12.39,62.88,20.82,0.0,198.0,69.3,1.1,3,70,10,4,0,0,937719.68,78.78
68.92,4.73,28.72,38.08,28.01,35.0,12.464,0.892,2.303,2.056,4.59,28.02,13.5,50.34,1.71,0.0,203.5,71.23,1.1,3,75,20,2,0,0,894696.32,83.64
41.6,4.75,24.35,113.61,53.13,62.08,12.682,1.0,1.672,1.672,0.98,23.97,13.53,76.32,2.53,0.0,180.0,72.0,1.0,2,60,10,3,0,1,1240814.39,77.29
49.56,8.91,16.69,64.65,18.45,87.51,2.355,1.0,2.498,2.498,1.28,30.11,15.52,72.84,10.57,0.0,99.0,44.55,0.9,1,50,50,4,0,1,359086.21,77.28
53.64,5.71,22.19,80.53,77.64,56.31,1.632,0.825,1.539,1.269,2.74,20.27,2.9,42.3,2.3,0.0,132.0,46.2,1.1,3,75,40,5,0,1,79807.85,79.14
66.88,5.7,15.38,115.98,23.82,62.46,14.162,0.46,3.377,1.554,6.03,36.3,27.23,40.33,14.94,0.0,203.5,71.23,1.1,3,70,20,0,0,0,281805.2,80.47
62.01,7.66,32.0,51.94,6.15,54.55,5.137,0.75,2.992,2.244,0.63,31.51,14.06,49.93,21.0,0.0,135.0,60.75,0.9,1,45,1,5,0,0,784772.96,84.36
93.16,4.96,15.21,54.86,11.95,68.61,18.3,0.977,2.515,2.459,0.03,31.02,22.66,52.58,18.09,0.0,135.0,60.75,0.9,1,55,1,2,0,0,3198136.26,85.58
34.36,7.71,17.28,27.92,70.81,67.79,0.374,0.72,1.85,1.332,0.19,25.45,17.66,40.31,6.19,0.0,120.0,48.0,1.0,2,65,40,1,0,2,33467.52,86.23
73.62,7.23,31.82,14.33,76.36,76.27,16.121,0.6,4.58,2.748,2.88,42.69,25.56,60.82,5.01,0.0,153.0,68.85,0.9,1,50,25,1,0,0,2521782.16,82.86
20.48,6.17,38.02,72.21,45.37,27.85,7.432,0.46,4.421,2.034,2.98,44.86,31.2,79.05,11.36,0.0,121.0,42.35,1.1,3,70,50,0,1,3,688781.69,87.14
71.44,6.42,26.06,79.67,75.22,10.44,16.512,1.2,2.254,2.704,2.1,26.77,16.0,21.64,7.53,0.0,132.0,39.6,1.2,4,85,50,3,0,0,2375435.03,83.38
23.43,7.94,25.24,80.34,24.52,18.56,3.293,0.42,1.5,0.63,5.05,20.11,12.7,69.82,22.04,0.0,132.0,46.2,1.1,3,75,40,0,1,2,0.0,80.63
23.83,5.8,22.75,33.75,43.63,50.52,7.202,0.75,2.291,1.718,7.35,28.61,12.84,79.2,7.69,121.65,180.0,72.0,1.0,2,60,10,5,1,2,78515.38,65.45
55.45,8.74,36.91,16.8,34.45,52.04,10.112,0.788,1.983,1.562,5.87,23.82,7.65,70.77,20.95,0.0,121.0,42.35,1.1,3,70,50,5,0,0,225322.82,72.97
50.14,7.25,19.01,82.47,18.44,63.99,4.669,1.1,1.649,1.813,3.95,21.53,14.38,20.15,17.97,0.0,162.0,72.9,0.9,1,55,10,3,0,1,316654.81,83.16
43.34,4.97,20.56,64.71,50.58,25.85,1.249,0.66,2.517,1.661,2.87,29.73,21.69,36.47,24.0,0.0,99.0,44.55,0.9,1,55,50,1,0,1,92407.29,82.2
48.26,6.43,28.52,85.09,57.66,19.59,10.052,0.46,2.627,1.209,0.37,30.36,14.04,67.36,13.31,0.0,166.5,74.92,0.9,1,55,20,0,0,1,811739.09,82.99
26.43,7.61,20.16,50.06,72.18,22.37,10.205,0.42,1.783,0.749,1.93,30.58,25.34,79.46,1.73,0.0,132.0,46.2,1.1,3,70,40,0,1,2,242704.94,79.29
65.27,7.6,21.33,6.15,59.26,50.53,16.739,0.63,4.66,2.936,4.7,42.64,26.68,56.38,8.34,0.0,198.0,69.3,1.1,3,70,10,1,0,0,2236642.6,79.88
85.6,6.6,16.89,49.6,65.27,81.65,4.149,0.862,1.614,1.392,10.33,20.01,3.6,49.21,13.54,0.0,132.0,46.2,1.1,3,70,40,5,0,0,0.0,81.11
66.87,4.83,24.39,97.44,37.51,89.76,11.225,0.34,2.069,0.703,0.21,27.63,19.77,46.29,9.31,0.0,180.0,72.0,1.0,2,60,10,0,0,0,503331.36,84.79
67.54,7.69,15.21,30.03,54.63,46.14,0.206,0.4,4.348,1.739,4.36,42.13,27.09,61.13,1.66,0.0,121.0,42.35,1.1,3,75,50,0,0,0,11775.66,80.58
77.56,7.88,35.08,64.57,15.52,62.05,12.447,1.0,3.976,3.976,4.16,40.27,33.06,34.62,22.26,0.0,110.0,44.0,1.0,2,60,50,3,0,0,2907803.17,83.48
67.33,8.5,29.47,77.73,16.74,45.28,14.356,1.0,1.887,1.887,0.73,26.13,18.5,43.54,6.04,0.0,135.0,60.75,0.9,1,50,1,4,0,0,1713517.64,85.32
87.63,6.78,19.7,13.85,57.21,37.54,16.454,1.05,4.044,4.246,0.92,37.79,22.43,40.4,17.31,0.0,187.0,65.45,1.1,3,75,25,3,0,0,5072967.03,76.06
36.56,5.36,32.37,30.15,49.65,27.49,13.273,0.788,4.092,3.223,0.28,42.45,27.33,77.06,4.69,0.0,132.0,46.2,1.1,3,75,40,5,0,1,3055899.7,83.39
44.47,6.45,15.78,34.85,7.53,79.73,4.944,0.85,2.318,1.971,6.85,34.72,29.21,70.01,8.08,0.0,180.0,72.0,1.0,2,60,10,4,0,1,187842.08,85.01
94.69,8.21,36.12,33.64,48.25,10.72,1.989,0.75,4.657,3.493,5.86,47.97,38.72,76.11,20.17,0.0,110.0,44.0,1.0,2,60,50,5,0,0,342547.52,79.98
34.32,4.68,25.28,19.96,6.68,35.64,15.696,0.935,2.757,2.578,0.04,34.99,25.92,69.08,5.8,18.48,198.0,69.3,1.1,3,75,10,2,0,2,2971697.68,79.43
18.12,8.27,30.49,69.79,51.85,78.48,11.78,0.788,3.203,2.522,3.69,35.43,17.55,76.75,11.06,0.0,121.0,42.35,1.1,3,70,50,5,1,3,1396633.21,81.59
33.31,7.19,38.2,111.85,30.64,49.85,4.312,1.0,5.652,5.652,3.77,47.87,30.11,68.71,20.11,0.0,108.0,48.6,0.9,1,50,40,4,0,2,1489299.62,83.8
68.98,7.55,24.33,113.29,17.55,47.53,13.849,0.66,4.046,2.671,3.03,38.91,25.48,40.65,3.91,0.0,203.5,71.23,1.1,3,75,20,1,0,0,1998047.1,79.89
29.35,7.67,26.38,81.79,67.8,19.43,0.481,0.4,4.047,1.619,4.87,41.37,28.45,72.47,20.95,59.86,162.0,72.9,0.9,1,50,10,0,1,2,21145.99,73.15
47.15,5.19,29.32,36.86,74.1,54.57,11.898,0.66,2.109,1.392,0.27,28.65,22.97,22.38,10.58,0.0,153.0,68.85,0.9,1,55,25,1,0,1,1135708.04,90.76
85.48,8.47,31.48,29.29,69.72,80.32,4.013,0.85,3.376,2.87,0.09,40.12,31.4,80.2,24.93,0.0,153.0,68.85,0.9,1,50,25,2,0,0,864348.88,81.95
52.2,8.31,16.56,43.56,10.03,87.9,16.358,0.6,5.625,3.375,0.22,43.58,26.38,26.38,9.64,0.0,176.0,61.6,1.1,3,75,2,1,0,1,3589595.28,79.78
33.35,6.61,21.71,16.61,17.56,17.52,19.464,1.25,4.382,5.478,4.8,40.78,23.2,52.98,6.96,0.0,132.0,39.6,1.2,4,80,50,3,0,2,5850813.53,76.7
25.37,5.65,23.88,82.51,9.69,22.89,16.2,0.825,1.5,1.238,0.26,22.41,12.95,84.85,3.87,0.0,99.0,44.55,0.9,1,55,50,5,1,2,1336187.54,80.68
39.19,7.04,35.1,20.77,48.55,47.97,2.967,1.15,3.046,3.503,1.85,36.72,28.16,56.59,2.06,0.0,176.0,61.6,1.1,3,70,2,3,0,1,620351.52,77.81
73.0,7.08,31.68,94.36,69.67,31.68,10.807,1.0,4.163,4.163,0.65,43.2,25.34,86.71,9.29,0.0,170.0,68.0,1.0,2,65,25,4,0,0,3037212.72,76.03
74.33,6.72,27.08,101.4,32.11,78.08,8.195,0.4,2.034,0.814,0.66,27.85,16.95,77.18,3.15,0.0,180.0,72.0,1.0,2,60,10,0,0,0,421003.21,83.79
61.35,6.7,31.12,31.43,46.45,36.63,13.267,1.15,1.76,2.024,0.74,22.24,9.82,33.9,6.97,0.0,132.0,46.2,1.1,3,70,40,3,0,0,1622495.52,78.23
81.06,5.79,38.18,116.54,47.84,17.16,7.554,1.1,4.767,5.244,5.6,41.93,32.16,26.53,13.92,0.0,108.0,48.6,0.9,1,55,40,4,0,0,2265184.64,84.92
32.64,5.48,36.85,33.71,24.74,5.06,17.426,1.1,3.876,4.264,1.84,41.78,28.62,76.27,3.8,48.24,144.0,64.8,0.9,1,55,2,4,0,2,4580141.12,72.81
22.5,6.69,38.02,9.61,26.86,22.64,4.839,0.44,5.021,2.209,0.5,45.25,34.17,54.97,19.01,121.48,162.0,72.9,0.9,1,55,10,0,1,2,710052.67,72.51
94.96,7.96,24.95,100.17,17.8,7.59,4.169,1.15,2.361,2.715,2.14,28.21,16.57,66.13,22.77,0.0,170.0,68.0,1.0,2,60,25,3,0,0,658655.65,77.41
19.02,4.66,28.78,55.39,67.94,18.66,0.597,0.75,2.775,2.081,0.35,31.47,23.38,23.72,18.11,209.81,150.0,60.0,1.0,2,65,1,5,1,3,85593.7,50.0
45.38,8.11,24.8,91.34,14.41,70.69,4.815,1.05,3.169,3.328,0.21,38.32,25.97,89.69,9.68,0.0,165.0,57.75,1.1,3,70,1,4,0,1,1000328.36,78.54
81.15,6.86,34.38,31.96,30.88,7.56,19.234,0.69,4.122,2.844,3.4,38.04,20.9,39.91,15.29,0.0,180.0,72.0,1.0,2,65,10,1,0,0,2742963.35,83.99
37.2,5.77,39.08,6.18,58.7,65.03,12.492,1.0,5.455,5.455,1.75,47.7,38.65,45.5,1.97,0.0,162.0,72.9,0.9,1,50,10,3,0,1,4228528.89,82.08
42.47,8.26,38.39,26.36,32.94,83.93,1.33,0.977,1.5,1.466,10.33,20.77,13.65,64.64,3.76,0.0,180.0,72.0,1.0,2,60,10,2,0,0,0.0,75.79
52.68,7.48,33.78,91.69,48.34,81.87,16.366,1.0,3.848,3.848,3.27,40.71,34.99,20.52,5.31,0.0,166.5,74.92,0.9,1,50,20,3,0,1,3541756.83,84.03
47.19,8.48,37.39,109.56,28.54,63.74,5.506,1.05,1.695,1.779,5.33,23.72,16.32,45.66,10.75,0.0,121.0,42.35,1.1,3,70,50,3,0,1,226733.16,79.75
38.04,6.72,22.5,73.55,37.54,18.97,2.42,1.25,3.427,4.284,3.22,34.4,17.67,45.8,18.33,23.57,180.0,54.0,1.2,4,80,1,4,0,1,661258.24,83.52
80.68,7.05,31.43,108.31,34.96,32.78,0.315,1.15,5.375,6.181,1.87,42.8,27.38,27.83,14.42,0.0,180.0,72.0,1.0,2,60,10,4,0,0,117790.45,83.45
74.11,4.65,31.47,66.21,12.74,19.66,11.403,0.42,2.289,0.961,0.9,26.89,9.69,81.41,24.59,0.0,203.5,71.23,1.1,3,70,20,0,0,0,670565.7,75.9
49.5,6.06,16.26,11.07,56.9,43.92,4.608,1.2,2.958,3.549,5.2,36.42,28.13,63.32,8.98,0.0,185.0,74.0,1.0,2,65,20,3,0,1,835456.62,74.42
44.0,8.13,23.2,29.04,11.35,44.67,9.694,1.25,4.346,5.433,5.21,43.23,35.35,48.57,20.21,0.0,144.0,43.2,1.2,4,80,40,3,0,1,2862201.92,78.14
51.73,5.86,38.31,18.64,75.03,63.13,10.678,0.977,1.5,1.466,3.2,18.98,7.8,50.58,4.03,0.0,176.0,61.6,1.1,3,70,2,2,0,1,637550.55,85.81
20.48,6.38,17.91,75.47,75.39,61.25,1.628,0.66,2.503,1.652,5.06,28.64,16.48,50.24,20.84,94.72,153.0,68.85,0.9,1,55,25,1,1,3,66227.77,73.12
44.88,5.65,17.65,45.81,35.99,62.44,13.197,0.85,1.5,1.275,5.27,20.1,9.96,33.63,3.92,0.0,170.0,68.0,1.0,2,60,25,2,0,1,122525.84,78.35
85.35,7.01,20.78,62.78,59.86,86.44,4.487,0.892,4.365,3.896,2.98,44.59,27.44,88.73,15.89,0.0,198.0,69.3,1.1,3,70,10,2,0,0,1003217.48,81.12
75.19,6.89,31.94,54.27,59.86,75.08,3.014,1.05,3.884,4.078,1.43,42.99,30.96,83.35,10.78,0.0,132.0,46.2,1.1,3,70,40,3,0,0,861797.5,83.96
53.72,6.81,22.71,70.9,29.39,8.34,5.513,0.4,1.5,0.6,3.91,18.19,0.47,92.43,9.88,0.0,108.0,48.6,0.9,1,50,40,0,0,1,0.0,82.58
68.69,8.12,38.67,51.02,63.75,27.6,19.808,0.825,1.5,1.238,0.38,18.77,5.93,69.46,17.2,0.0,176.0,61.6,1.1,3,75,2,5,0,0,1741959.43,81.46
32.81,5.88,28.66,52.98,17.02,19.53,8.421,0.85,4.867,4.137,0.32,40.72,24.04,26.31,9.83,57.05,176.0,61.6,1.1,3,75,2,2,0,2,2166779.13,71.71
67.94,7.21,19.08,31.89,6.78,75.97,19.496,0.46,1.598,0.735,1.63,22.06,14.05,85.13,23.16,0.0,185.0,74.0,1.0,2,65,20,0,0,0,478750.73,83.25
46.43,4.63,29.58,6.3,64.05,31.05,0.901,0.42,2.718,1.142,0.97,35.65,25.48,93.04,13.6,0.0,203.5,71.23,1.1,3,70,20,0,0,1,61420.91,73.52
36.72,8.57,24.37,68.23,8.79,41.22,16.664,0.63,4.402,2.773,7.99,42.17,34.25,36.96,20.43,14.09,176.0,61.6,1.1,3,70,2,1,0,1,1136414.9,71.24
84.66,4.88,20.28,91.53,8.85,46.87,8.898,0.46,2.123,0.977,2.55,28.03,17.9,59.75,4.03,0.0,132.0,46.2,1.1,3,70,40,0,0,0,284965.22,76.8
75.81,5.19,18.73,35.84,32.08,39.72,13.626,0.63,1.5,0.945,0.64,19.7,14.25,49.39,17.43,0.0,121.0,42.35,1.1,3,75,50,1,0,0,791323.37,81.15
86.66,5.84,20.75,52.3,23.04,62.15,16.539,0.938,3.86,3.619,4.02,38.19,22.48,49.77,3.91,0.0,216.0,64.8,1.2,4,80,10,5,0,0,3104029.42,79.54
