Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
37.7,62.8,35.4,Clayey,Ground Nuts,13.1,17.8,34.8,17-17-17
23.4,71.7,61.3,Clayey,Ground Nuts,21.8,16.1,20.3,14-35-14
28.6,68.7,34.9,Sandy,Cotton,36.0,10.7,36.7,28-28
33.9,60.0,25.5,Black,Barley,20.2,7.3,28.9,10-26-26
31.4,48.9,37.9,Loamy,Pulses,10.6,5.4,38.2,17-17-17
28.7,66.5,29.7,Loamy,Ground Nuts,14.9,43.0,29.9,Urea
20.8,70.4,39.9,Clayey,Tobacco,17.4,43.0,12.5,20-20
26.4,71.5,35.0,Black,Cotton,34.1,7.4,29.0,28-28
23.4,76.7,29.1,Black,Pulses,32.6,7.3,5.5,10-26-26
35.6,51.3,63.0,Sandy,Cotton,34.5,34.5,10.2,DAP
33.7,51.3,39.1,Sandy,Ground Nuts,9.2,42.3,43.7,Urea
34.0,59.1,44.9,Red,Millets,25.1,16.1,9.3,10-26-26
23.7,42.8,27.8,Black,Tobacco,20.7,17.3,20.9,14-35-14
32.5,70.8,51.2,Black,Wheat,7.8,33.5,41.9,Urea
27.7,41.5,30.1,Clayey,Millets,39.1,5.7,11.8,10-26-26
37.5,49.0,37.2,Sandy,Tobacco,14.5,20.0,17.6,20-20
24.0,66.5,54.7,Sandy,Maize,41.2,27.6,8.3,DAP
32.8,72.7,32.3,Loamy,Cotton,21.9,17.8,20.3,14-35-14
30.6,66.4,28.1,Black,Sugarcane,12.8,24.2,37.7,Urea
30.5,78.1,26.7,Red,Cotton,26.6,27.4,12.1,DAP
33.7,44.1,45.6,Loamy,Oil seeds,32.7,14.1,15.8,10-26-26
32.9,58.5,61.8,Black,Sugarcane,8.6,41.5,15.5,20-20
23.5,53.8,38.4,Sandy,Wheat,12.3,37.5,41.4,Urea
30.1,77.9,44.9,Sandy,Barley,29.5,10.0,14.5,10-26-26
20.5,73.6,25.5,Red,Ground Nuts,8.1,30.9,14.2,20-20
34.7,61.9,63.7,Red,Maize,21.3,13.6,32.6,28-28
23.2,72.0,47.1,Clayey,Millets,16.1,17.0,17.2,14-35-14
35.7,66.9,56.9,Black,Sugarcane,15.8,34.3,16.8,20-20
20.2,67.0,27.1,Loamy,Wheat,33.7,13.1,9.6,10-26-26
26.0,69.3,41.2,Sandy,Wheat,18.0,17.3,19.8,14-35-14
21.0,55.0,62.8,Black,Tobacco,36.0,7.0,36.8,28-28
27.5,70.0,29.1,Sandy,Oil seeds,17.7,5.9,26.9,17-17-17
29.3,47.2,63.8,Clayey,Tobacco,19.9,17.4,18.0,14-35-14
27.2,50.6,33.2,Loamy,Tobacco,11.6,27.2,26.7,Urea
37.4,64.1,28.1,Loamy,Cotton,21.9,12.8,6.2,10-26-26
31.2,65.9,35.7,Sandy,Cotton,19.7,19.3,19.9,14-35-14
25.6,50.8,48.9,Red,Pulses,16.1,20.2,21.6,14-35-14
35.9,48.1,48.5,Clayey,Ground Nuts,5.2,12.6,37.0,17-17-17
24.6,58.0,63.3,Black,Ground Nuts,30.0,11.7,41.0,28-28
37.6,44.1,25.3,Sandy,Millets,16.9,38.7,10.6,20-20
24.7,57.4,53.9,Black,Pulses,11.4,35.3,34.7,Urea
24.4,68.6,28.7,Sandy,Paddy,5.2,38.5,8.2,20-20
23.9,50.8,34.9,Sandy,Barley,19.2,15.6,19.7,14-35-14
37.1,73.5,57.2,Sandy,Pulses,40.6,13.0,7.6,10-26-26
33.4,69.5,45.9,Red,Pulses,21.7,12.0,12.6,10-26-26
24.8,54.7,60.8,Sandy,Millets,19.4,19.9,16.7,14-35-14
27.7,57.7,51.0,Loamy,Barley,43.4,10.8,8.8,10-26-26
20.4,52.0,45.1,Loamy,Maize,6.4,43.2,14.9,20-20
27.4,66.2,35.4,Black,Sugarcane,24.0,13.6,7.4,10-26-26
35.9,72.6,52.4,Sandy,Tobacco,8.2,11.7,27.2,17-17-17
29.6,54.3,39.2,Red,Oil seeds,40.7,17.4,16.9,10-26-26
25.9,54.2,45.2,Black,Barley,43.5,8.9,41.9,28-28
30.0,60.1,32.8,Black,Ground Nuts,41.5,14.7,16.2,10-26-26
27.9,64.4,31.4,Black,Sugarcane,36.8,7.3,24.5,28-28
22.1,46.6,25.1,Red,Paddy,38.0,6.6,38.3,28-28
21.5,40.8,31.6,Clayey,Cotton,42.3,6.1,26.0,28-28
24.0,60.8,49.3,Loamy,Barley,26.1,7.3,21.4,28-28
24.0,78.4,49.7,Red,Cotton,33.9,14.1,12.0,10-26-26
32.6,46.9,45.0,Sandy,Paddy,30.3,6.5,11.9,10-26-26
30.9,44.7,38.5,Black,Cotton,10.1,16.6,37.3,17-17-17
23.7,60.3,41.8,Clayey,Sugarcane,11.2,12.3,39.8,17-17-17
31.3,67.5,35.1,Clayey,Barley,13.4,33.4,38.1,Urea
34.8,73.7,44.4,Loamy,Tobacco,28.3,6.8,39.8,28-28
35.4,75.3,43.7,Red,Tobacco,21.9,40.1,14.0,DAP
23.7,42.7,60.1,Loamy,Sugarcane,29.7,5.7,33.5,28-28
31.7,43.0,40.0,Sandy,Oil seeds,18.9,16.5,17.2,14-35-14
26.3,54.9,27.7,Clayey,Maize,13.5,14.2,31.6,17-17-17
20.2,48.7,51.5,Clayey,Cotton,32.1,12.1,15.0,10-26-26
21.2,70.7,48.3,Loamy,Cotton,18.6,19.7,16.0,14-35-14
31.2,69.7,31.8,Clayey,Cotton,16.8,14.9,42.3,17-17-17
30.7,66.2,60.6,Red,Barley,11.2,14.3,35.8,17-17-17
24.9,48.1,37.6,Red,Pulses,26.0,14.1,25.4,28-28
29.1,47.5,28.1,Red,Tobacco,37.4,15.4,13.6,10-26-26
24.9,67.7,35.6,Red,Tobacco,43.5,7.7,35.9,28-28
23.4,67.8,33.7,Clayey,Millets,15.6,36.5,15.1,20-20
33.7,47.5,28.5,Red,Oil seeds,37.5,8.4,5.4,10-26-26
20.6,75.2,34.7,Loamy,Tobacco,17.3,21.2,21.3,14-35-14
25.9,76.0,64.8,Black,Maize,12.5,5.9,41.1,17-17-17
21.7,80.0,38.1,Black,Oil seeds,15.0,41.5,40.2,Urea
24.3,41.6,41.4,Clayey,Sugarcane,23.3,12.8,20.6,28-28
30.2,52.5,51.2,Loamy,Paddy,13.1,39.1,14.9,20-20
20.7,73.5,49.8,Loamy,Wheat,10.9,41.6,35.6,Urea
30.5,79.6,55.3,Loamy,Millets,31.1,7.3,37.7,28-28
30.7,77.1,62.2,Red,Maize,17.9,25.3,17.8,20-20
31.7,72.2,53.6,Loamy,Wheat,11.7,31.4,21.3,Urea
32.2,54.9,62.7,Sandy,Barley,12.0,37.3,32.5,Urea
31.7,51.0,31.2,Black,Cotton,35.9,24.5,12.1,10-26-26
28.2,66.7,58.5,Red,Cotton,19.3,20.9,19.9,14-35-14
34.5,78.4,46.4,Red,Pulses,10.7,23.8,30.0,Urea
25.0,76.9,48.3,Sandy,Paddy,34.8,21.3,5.3,DAP
27.6,43.4,49.3,Clayey,Pulses,42.0,16.2,7.7,10-26-26
35.9,47.9,54.5,Black,Tobacco,27.2,5.3,40.1,28-28
36.2,64.9,63.9,Loamy,Wheat,9.4,5.9,41.2,17-17-17
37.6,72.7,59.1,Red,Sugarcane,5.7,29.6,22.1,Urea
23.8,49.2,43.8,Red,Pulses,26.7,17.6,6.9,17-17-17
33.7,78.7,42.6,Clayey,Tobacco,8.9,8.0,40.0,17-17-17
22.3,50.3,39.2,Red,Maize,36.8,6.9,15.5,10-26-26
26.2,74.6,31.2,Clayey,Wheat,22.1,27.6,10.6,DAP
34.5,45.5,48.2,Sandy,Oil seeds,32.6,7.7,23.6,28-28
28.8,43.3,43.4,Clayey,Oil seeds,27.7,11.0,10.4,10-26-26
33.1,63.0,51.7,Clayey,Oil seeds,10.4,27.8,41.6,Urea
35.1,79.6,60.6,Red,Maize,14.6,11.4,24.9,17-17-17
28.7,73.5,39.5,Black,Paddy,10.9,14.9,30.2,10-26-26
22.3,47.9,63.1,Sandy,Barley,24.4,34.5,9.9,DAP
31.6,49.2,47.1,Sandy,Pulses,12.4,7.4,36.5,17-17-17
25.0,48.7,32.3,Loamy,Maize,40.6,14.7,27.1,28-28
30.3,45.7,40.0,Loamy,Ground Nuts,12.2,22.2,16.0,20-20
34.3,47.0,51.9,Red,Ground Nuts,25.5,41.9,7.5,DAP
24.7,40.0,59.8,Sandy,Millets,6.5,38.8,35.7,Urea
28.2,54.0,28.8,Sandy,Tobacco,7.9,21.0,43.0,Urea
23.7,49.5,61.3,Black,Oil seeds,7.0,39.0,11.3,20-20
27.7,63.9,65.0,Clayey,Millets,39.2,6.7,29.9,20-20
20.5,48.2,38.6,Loamy,Paddy,32.8,10.1,35.4,28-28
29.0,42.0,26.4,Sandy,Ground Nuts,33.8,6.6,31.0,28-28
20.4,58.0,34.5,Black,Wheat,12.9,22.8,8.7,20-20
23.1,55.2,57.1,Red,Barley,29.8,23.1,12.7,DAP
24.3,67.1,47.6,Red,Barley,15.1,18.7,20.8,14-35-14
34.0,49.4,38.8,Sandy,Wheat,14.3,36.7,44.0,Urea
24.8,64.5,52.1,Loamy,Oil seeds,27.9,13.8,41.2,28-28
33.3,51.1,36.3,Sandy,Barley,14.2,13.1,20.3,17-17-17
37.8,52.5,38.6,Red,Pulses,9.5,15.8,31.1,17-17-17
36.8,47.4,39.9,Red,Barley,7.1,22.3,12.7,10-26-26
22.7,78.7,42.9,Black,Pulses,13.6,31.8,14.8,20-20
33.6,63.1,61.2,Sandy,Sugarcane,5.1,7.8,38.9,17-17-17
31.9,56.4,41.1,Black,Oil seeds,17.2,16.9,19.8,14-35-14
23.4,47.4,38.7,Loamy,Maize,30.7,23.0,12.3,DAP
29.6,51.5,44.7,Red,Maize,27.5,30.8,6.6,DAP
22.1,61.9,61.1,Black,Barley,17.1,36.5,15.7,20-20
30.2,66.3,60.9,Sandy,Pulses,30.0,20.3,13.3,DAP
34.4,44.2,48.1,Black,Barley,7.8,44.5,5.9,20-20
30.7,69.6,26.3,Clayey,Cotton,36.5,12.4,7.2,10-26-26
25.3,77.5,57.7,Black,Ground Nuts,44.6,9.3,26.5,28-28
26.3,42.0,27.1,Sandy,Maize,13.0,8.3,31.4,17-17-17
30.4,54.4,57.9,Clayey,Wheat,40.5,15.5,9.7,10-26-26
25.9,48.4,28.4,Black,Millets,31.7,41.0,7.2,DAP
26.9,72.3,57.9,Black,Millets,29.6,27.6,14.3,DAP
22.1,77.3,52.4,Sandy,Millets,33.3,31.9,9.1,DAP
22.9,66.3,63.8,Red,Sugarcane,17.9,19.3,15.8,14-35-14
36.9,66.5,28.1,Black,Ground Nuts,28.9,13.3,33.8,28-28
34.7,64.5,39.9,Clayey,Oil seeds,26.4,9.1,22.6,28-28
32.2,66.3,27.8,Loamy,Ground Nuts,29.9,23.9,13.3,DAP
20.8,56.8,31.7,Clayey,Tobacco,10.0,25.8,33.9,Urea
33.2,78.3,33.8,Loamy,Tobacco,19.4,17.8,19.4,14-35-14
33.5,61.3,52.1,Black,Oil seeds,30.7,15.8,6.9,10-26-26
29.7,73.8,42.3,Clayey,Cotton,29.5,11.3,16.0,10-26-26
29.3,52.3,47.9,Sandy,Paddy,5.1,26.8,17.7,20-20
37.4,55.8,54.1,Red,Oil seeds,17.3,40.1,10.2,20-20
34.1,50.6,64.6,Clayey,Sugarcane,20.6,36.5,11.9,DAP
22.2,77.5,32.2,Sandy,Millets,12.1,27.7,10.4,20-20
22.9,46.8,41.7,Black,Cotton,17.8,15.1,15.7,14-35-14
31.9,64.1,31.5,Clayey,Cotton,21.8,16.6,15.9,14-35-14
35.6,77.1,41.8,Red,Oil seeds,17.8,19.1,15.2,14-35-14
20.2,71.5,37.3,Sandy,Oil seeds,21.0,29.9,14.7,DAP
29.8,51.0,53.4,Loamy,Barley,12.1,5.7,42.6,17-17-17
27.7,73.3,57.2,Clayey,Paddy,21.5,18.2,15.7,14-35-14
26.1,74.8,28.3,Loamy,Ground Nuts,25.3,10.7,11.4,10-26-26
26.0,55.8,46.2,Black,Pulses,24.0,7.0,14.9,10-26-26
22.7,50.7,39.4,Loamy,Pulses,30.2,10.1,5.5,10-26-26
32.5,47.7,50.7,Clayey,Pulses,26.5,8.0,42.2,28-28
24.1,56.5,34.6,Clayey,Maize,20.8,16.1,17.8,14-35-14
33.3,54.4,51.9,Sandy,Maize,7.0,17.8,22.0,17-17-17
37.6,71.8,51.4,Black,Ground Nuts,34.4,27.2,9.7,DAP
31.1,56.4,42.1,Red,Pulses,7.6,17.1,34.1,20-20
32.4,72.9,47.2,Clayey,Paddy,5.5,16.6,20.4,17-17-17
37.9,51.8,33.4,Red,Tobacco,15.7,21.9,15.9,14-35-14
32.1,73.9,38.0,Red,Paddy,13.9,35.1,12.5,20-20
27.7,51.0,55.7,Sandy,Cotton,13.1,25.8,14.7,20-20
23.9,42.4,30.2,Red,Tobacco,35.1,12.3,41.2,28-28
26.1,59.1,62.2,Black,Barley,6.1,8.4,31.6,17-17-17
20.5,65.3,42.1,Black,Wheat,33.7,27.4,11.6,DAP
37.4,42.0,60.6,Clayey,Oil seeds,5.7,32.5,34.1,Urea
21.6,64.0,38.6,Red,Sugarcane,42.9,12.1,30.2,28-28
25.3,61.0,52.9,Loamy,Sugarcane,11.8,36.9,39.8,Urea
37.0,51.8,25.0,Red,Pulses,13.2,36.5,12.7,20-20
20.3,69.2,37.9,Loamy,Barley,36.6,6.2,6.7,10-26-26
35.0,76.7,51.0,Loamy,Cotton,15.1,38.2,6.5,20-20
20.0,68.5,39.3,Red,Millets,26.4,13.5,20.3,28-28
37.2,62.6,45.6,Sandy,Wheat,22.1,10.1,12.9,10-26-26
24.3,43.8,37.6,Loamy,Tobacco,22.4,11.9,10.8,10-26-26
35.7,79.8,48.3,Sandy,Paddy,10.2,27.6,13.7,20-20
32.3,52.6,30.3,Red,Paddy,35.8,14.1,14.0,Urea
33.6,74.9,45.0,Red,Cotton,38.3,5.3,35.5,28-28
25.1,57.7,49.7,Red,Barley,14.6,23.1,24.9,Urea
21.9,59.1,48.4,Clayey,Oil seeds,33.5,21.4,6.1,DAP
30.5,61.8,34.3,Black,Sugarcane,11.5,21.0,14.0,20-20
24.5,52.3,49.5,Clayey,Paddy,20.1,19.5,17.6,14-35-14
28.4,47.6,53.1,Clayey,Sugarcane,33.9,42.8,5.2,DAP
25.7,42.3,55.7,Red,Barley,17.8,18.2,20.3,14-35-14
27.4,77.4,35.0,Clayey,Barley,17.6,17.4,15.4,14-35-14
29.1,46.5,51.3,Clayey,Oil seeds,10.2,28.9,6.5,20-20
35.9,56.6,40.5,Sandy,Maize,36.5,36.2,5.6,DAP
34.6,77.6,51.0,Red,Oil seeds,12.8,31.9,12.6,20-20
27.2,53.5,30.1,Clayey,Cotton,29.8,7.1,24.1,28-28
21.1,62.1,48.8,Black,Cotton,15.4,28.6,12.0,20-20
21.4,62.6,61.3,Black,Pulses,29.9,6.5,27.4,28-28
27.8,63.8,28.2,Clayey,Oil seeds,15.8,34.7,6.0,20-20
28.6,65.2,58.1,Black,Millets,15.9,21.8,21.1,14-35-14
23.2,68.9,26.6,Sandy,Wheat,30.1,13.7,17.2,10-26-26
28.7,72.4,63.0,Sandy,Pulses,15.6,22.2,8.6,20-20
22.4,57.6,50.8,Clayey,Pulses,29.5,35.0,14.0,DAP
26.9,48.7,42.7,Clayey,Millets,21.2,40.7,10.9,DAP
26.4,72.0,47.2,Clayey,Wheat,40.6,39.6,11.0,DAP
27.5,78.3,46.6,Loamy,Maize,35.1,7.4,12.4,10-26-26
21.1,64.2,55.5,Sandy,Tobacco,5.8,36.7,25.7,Urea
28.0,46.5,32.4,Red,Cotton,10.2,21.3,11.7,20-20
28.7,55.3,58.6,Red,Oil seeds,15.5,19.0,19.0,14-35-14
35.8,62.3,63.4,Red,Maize,7.4,12.0,22.5,17-17-17
31.6,41.8,62.8,Loamy,Oil seeds,41.1,6.7,27.4,28-28
22.3,44.9,45.7,Red,Oil seeds,13.9,44.7,17.3,20-20
22.6,55.3,47.2,Loamy,Millets,21.9,10.3,13.3,10-26-26
28.8,56.6,26.0,Black,Ground Nuts,21.7,20.1,19.2,14-35-14
25.7,55.7,34.5,Black,Pulses,13.8,39.9,12.1,20-20
28.6,76.9,27.9,Loamy,Paddy,27.0,8.1,17.9,10-26-26
35.7,73.2,34.0,Black,Paddy,7.4,15.4,30.2,17-17-17
26.0,69.2,41.8,Red,Barley,16.3,40.1,5.8,20-20
32.5,45.6,41.6,Black,Paddy,15.0,33.0,30.1,Urea
22.4,67.0,40.8,Clayey,Wheat,16.4,43.7,16.8,20-20
37.8,48.3,39.2,Loamy,Paddy,8.6,30.5,32.1,Urea
30.7,63.0,31.5,Sandy,Barley,7.7,34.3,14.6,20-20
20.5,54.2,56.2,Red,Tobacco,34.1,37.4,10.7,DAP
34.3,69.4,49.4,Black,Oil seeds,10.4,12.8,23.3,17-17-17
29.2,51.5,25.3,Sandy,Pulses,5.3,12.6,27.1,17-17-17
36.9,47.0,43.9,Loamy,Maize,10.3,11.8,35.6,17-17-17
36.1,47.9,25.9,Loamy,Ground Nuts,41.5,42.3,11.0,DAP
34.6,57.2,55.0,Red,Barley,8.5,7.6,34.3,17-17-17
24.4,52.3,47.2,Loamy,Maize,34.7,6.1,6.1,10-26-26
23.1,60.7,33.6,Loamy,Wheat,5.2,13.4,30.0,17-17-17
32.0,71.9,62.3,Red,Millets,11.0,12.3,23.8,17-17-17
31.9,67.2,62.3,Black,Barley,44.9,13.8,38.0,28-28
20.9,49.2,60.9,Sandy,Ground Nuts,26.4,11.5,16.2,10-26-26
32.1,49.6,55.3,Sandy,Cotton,7.7,30.3,17.7,20-20
31.6,77.4,37.1,Loamy,Maize,21.8,15.9,17.8,14-35-14
32.1,69.2,48.0,Red,Cotton,10.6,13.4,32.6,17-17-17
33.4,49.3,41.2,Black,Maize,14.1,39.6,25.0,Urea
26.7,70.1,60.9,Clayey,Sugarcane,41.2,8.8,24.6,28-28
26.1,42.5,44.4,Clayey,Oil seeds,15.5,27.9,16.4,20-20
25.4,74.3,59.3,Loamy,Oil seeds,17.3,37.3,13.9,20-20
26.0,60.0,50.8,Sandy,Barley,32.8,27.8,13.0,DAP
35.5,45.5,63.1,Black,Cotton,13.1,38.8,36.6,Urea
37.0,52.5,59.3,Black,Pulses,13.8,8.3,37.6,17-17-17
35.7,46.8,27.1,Loamy,Pulses,17.7,20.9,16.2,14-35-14
29.9,47.6,53.8,Red,Wheat,32.8,15.8,15.8,10-26-26
32.8,44.2,58.6,Red,Ground Nuts,13.8,29.1,37.4,Urea
33.1,44.5,41.3,Loamy,Millets,42.2,11.8,21.2,28-28
31.4,50.8,35.0,Sandy,Paddy,10.1,39.4,6.8,20-20
20.2,61.8,64.0,Black,Barley,29.2,10.2,28.9,28-28
27.9,75.2,45.2,Clayey,Maize,32.7,7.5,23.5,28-28
21.3,66.5,48.8,Loamy,Maize,7.5,15.7,30.6,17-17-17
31.7,56.8,43.3,Black,Cotton,9.2,32.8,12.7,20-20
37.9,57.4,61.8,Black,Sugarcane,10.4,7.9,21.4,17-17-17
20.0,76.6,58.8,Black,Barley,38.6,14.4,5.9,10-26-26
36.7,57.2,29.8,Loamy,Millets,32.8,29.4,11.2,DAP
32.9,44.4,26.4,Clayey,Barley,7.5,21.3,5.5,20-20
27.1,72.1,38.6,Red,Oil seeds,21.0,15.1,21.1,14-35-14
34.0,58.4,64.6,Loamy,Tobacco,8.2,12.0,44.7,17-17-17
37.9,74.3,28.9,Sandy,Oil seeds,10.2,20.2,8.1,20-20
34.7,53.5,58.1,Black,Sugarcane,20.0,5.9,8.0,10-26-26
23.4,62.2,36.7,Clayey,Oil seeds,30.4,41.9,14.1,DAP
28.9,53.2,29.3,Loamy,Cotton,43.8,8.0,21.5,28-28
25.8,46.6,56.3,Red,Sugarcane,5.9,16.8,35.9,17-17-17
23.4,72.9,46.8,Clayey,Millets,13.6,26.2,43.9,Urea
23.0,74.2,25.5,Red,Maize,16.8,43.4,15.7,20-20
36.0,48.0,36.4,Red,Millets,27.2,7.1,12.1,10-26-26
32.4,46.7,37.4,Red,Ground Nuts,19.5,18.8,16.1,14-35-14
21.6,55.1,41.5,Sandy,Wheat,21.0,14.5,26.8,28-28
26.3,41.7,32.2,Loamy,Pulses,12.6,23.5,43.7,14-35-14
22.0,79.3,40.3,Sandy,Oil seeds,6.9,35.7,28.6,Urea
22.6,77.5,61.7,Sandy,Millets,5.7,40.2,35.6,Urea
26.0,52.5,50.4,Loamy,Cotton,20.7,15.9,17.7,14-35-14
23.5,49.5,37.0,Red,Barley,9.7,37.4,15.7,20-20
23.7,58.8,57.0,Red,Wheat,8.4,42.1,22.7,Urea
32.3,41.0,52.6,Clayey,Cotton,8.1,10.0,21.4,17-17-17
21.5,45.9,36.9,Sandy,Cotton,22.2,6.6,11.3,10-26-26
25.5,77.0,31.5,Loamy,Tobacco,18.8,18.9,21.2,Urea
29.6,47.8,31.6,Black,Millets,14.9,9.4,28.2,17-17-17
37.1,69.5,48.9,Red,Oil seeds,11.0,26.4,8.0,20-20
33.4,76.8,42.0,Loamy,Millets,28.6,9.9,44.0,28-28
26.3,76.4,47.8,Loamy,Sugarcane,9.3,28.5,40.3,Urea
35.3,54.5,56.8,Red,Pulses,20.6,17.8,20.9,14-35-14
20.9,56.1,52.0,Sandy,Tobacco,31.3,28.9,11.3,DAP
23.4,70.0,46.8,Clayey,Maize,11.3,38.7,7.8,20-20
37.4,68.6,63.3,Sandy,Tobacco,11.8,14.2,31.9,28-28
24.5,57.9,29.9,Loamy,Oil seeds,25.1,21.0,14.8,DAP
24.4,66.5,58.6,Sandy,Cotton,33.8,14.5,12.8,10-26-26
33.9,79.0,47.9,Loamy,Pulses,28.5,14.0,36.2,28-28
22.1,53.1,57.6,Black,Tobacco,34.9,13.5,29.8,28-28
26.1,74.8,28.5,Clayey,Tobacco,10.6,24.5,7.2,20-20
32.7,61.4,50.4,Sandy,Oil seeds,24.9,12.3,9.2,10-26-26
35.4,66.7,42.4,Loamy,Ground Nuts,11.9,8.4,38.0,17-17-17
21.0,69.0,29.9,Red,Maize,27.6,11.0,33.3,28-28
23.0,55.2,49.7,Red,Oil seeds,44.2,12.6,38.2,28-28
30.7,47.7,51.7,Red,Cotton,35.6,10.3,35.1,28-28
26.0,60.8,32.9,Clayey,Millets,40.1,22.1,9.4,DAP
31.8,57.5,36.1,Black,Cotton,21.5,17.3,18.5,14-35-14
33.3,41.5,44.0,Sandy,Oil seeds,12.2,20.3,14.6,20-20
28.7,43.4,63.9,Clayey,Oil seeds,33.0,25.9,9.8,DAP
27.7,43.0,29.2,Black,Tobacco,40.9,10.0,26.0,28-28
33.8,42.5,48.1,Red,Barley,13.3,21.3,20.9,Urea
22.1,41.8,42.5,Loamy,Maize,41.1,5.4,26.6,28-28
28.1,63.1,47.8,Clayey,Pulses,8.7,22.7,27.9,Urea
21.8,70.7,63.7,Loamy,Pulses,14.1,8.7,41.6,17-17-17
31.4,58.2,44.3,Loamy,Millets,38.9,28.0,14.2,DAP
21.0,59.4,61.5,Black,Paddy,8.4,26.2,33.7,Urea
35.3,62.4,45.6,Loamy,Sugarcane,9.9,12.8,20.4,17-17-17
21.4,67.3,62.3,Red,Tobacco,15.0,10.3,23.2,17-17-17
35.8,65.9,61.0,Loamy,Wheat,35.6,27.7,7.0,DAP
36.4,70.4,52.1,Black,Wheat,11.2,38.9,7.9,20-20
31.1,41.6,38.0,Black,Paddy,31.7,7.1,23.7,28-28
22.3,48.1,55.8,Red,Millets,5.3,20.5,34.1,Urea
28.0,72.7,60.4,Red,Barley,22.2,42.8,8.9,DAP
34.9,45.3,62.4,Red,Maize,38.8,17.2,9.7,10-26-26
25.0,53.3,53.0,Loamy,Maize,39.1,13.0,43.2,28-28
33.3,42.6,40.5,Clayey,Pulses,13.4,14.3,27.6,17-17-17
37.6,55.1,57.1,Loamy,Tobacco,30.9,14.5,41.7,28-28
23.9,53.0,55.2,Clayey,Tobacco,14.7,31.1,8.0,20-20
21.1,52.0,44.0,Black,Paddy,15.4,21.2,19.1,14-35-14
22.7,63.9,51.6,Red,Millets,30.5,30.3,10.0,DAP
20.1,67.7,51.5,Black,Cotton,21.0,44.5,9.2,DAP
29.0,76.4,53.7,Red,Cotton,34.6,11.2,10.9,10-26-26
26.9,78.7,52.9,Sandy,Oil seeds,5.7,32.0,41.6,Urea
29.9,56.7,60.1,Sandy,Ground Nuts,5.5,33.9,40.7,Urea
37.5,60.5,36.6,Red,Cotton,16.3,17.1,15.9,14-35-14
34.0,58.9,34.1,Sandy,Cotton,8.4,43.5,28.3,Urea
37.8,59.4,32.2,Red,Barley,14.8,37.7,31.5,Urea
20.9,43.9,53.8,Clayey,Millets,5.3,15.1,24.6,17-17-17
22.4,58.7,49.2,Sandy,Oil seeds,30.7,14.9,5.1,10-26-26
36.1,57.3,46.4,Sandy,Oil seeds,16.6,9.4,29.7,17-17-17
31.1,77.1,63.5,Black,Maize,32.7,6.9,17.5,10-26-26
30.4,51.3,36.2,Red,Cotton,10.8,21.4,45.0,Urea
21.5,46.2,42.6,Clayey,Cotton,32.8,27.9,5.9,DAP
25.5,78.7,62.8,Clayey,Paddy,15.0,21.6,20.7,14-35-14
21.6,46.5,63.4,Red,Sugarcane,33.4,9.5,20.4,28-28
32.5,69.3,64.8,Red,Pulses,27.2,33.3,9.1,DAP
23.0,79.1,59.1,Loamy,Paddy,12.1,14.0,35.1,17-17-17
29.3,79.6,49.5,Sandy,Ground Nuts,17.7,18.0,17.4,14-35-14
34.1,59.4,56.8,Sandy,Sugarcane,8.1,40.2,7.9,20-20
29.1,50.4,25.4,Clayey,Millets,14.7,31.1,32.8,Urea
30.3,74.5,30.6,Loamy,Sugarcane,14.3,34.6,9.8,20-20
21.7,58.3,40.8,Black,Pulses,21.7,17.4,16.7,14-35-14
36.1,78.7,42.7,Clayey,Maize,28.0,37.2,7.7,DAP
33.3,42.1,27.0,Clayey,Millets,29.7,9.9,28.8,Urea
25.8,47.7,37.4,Black,Oil seeds,44.4,17.8,12.5,10-26-26
24.3,67.3,53.6,Loamy,Barley,5.6,36.9,22.2,Urea
30.7,69.6,33.4,Clayey,Cotton,18.2,15.9,16.5,14-35-14
37.2,42.9,33.0,Red,Sugarcane,28.7,6.3,35.5,28-28
25.2,49.6,33.5,Loamy,Pulses,17.6,21.8,17.7,14-35-14
37.2,72.0,34.7,Clayey,Barley,11.6,26.7,15.1,20-20
35.4,73.8,39.4,Loamy,Sugarcane,37.2,5.1,14.1,10-26-26
27.4,53.2,52.7,Black,Maize,7.9,40.3,27.6,Urea
28.0,69.1,52.7,Sandy,Barley,44.7,16.9,12.9,10-26-26
22.8,70.1,47.7,Clayey,Wheat,19.1,19.0,21.2,14-35-14
31.4,60.7,27.0,Black,Millets,7.4,27.8,11.6,20-20
25.8,50.3,43.6,Clayey,Wheat,14.2,41.7,6.4,20-20
34.0,72.3,55.7,Clayey,Ground Nuts,12.5,40.9,13.4,20-20
28.3,61.1,26.4,Clayey,Paddy,17.0,15.9,18.8,14-35-14
32.4,71.8,31.5,Sandy,Sugarcane,22.6,10.3,23.6,28-28
28.4,44.3,51.0,Loamy,Wheat,41.7,5.8,40.7,28-28
22.0,42.0,35.3,Sandy,Maize,23.4,14.4,26.5,28-28
31.0,73.4,53.4,Black,Sugarcane,22.8,26.9,11.4,DAP
26.1,79.9,35.5,Red,Millets,27.0,14.4,14.1,10-26-26
35.1,79.0,64.0,Red,Sugarcane,11.5,36.2,40.5,Urea
22.3,66.0,64.3,Clayey,Sugarcane,42.8,15.7,9.7,10-26-26
32.6,58.4,27.2,Black,Wheat,11.4,43.2,31.7,Urea
